YORUM,URUN_KALITESI,PAKETLEME/TESLIMAT,FIYAT/PERFORMANS,URUN_TASARIMI
çok memnun kaldım 1 ayda 6 kilo verdim tekrar sipariş verdim,1.0,0.0,0.0,0.0
çok güzel tok tutan bir kahve,1.0,0.0,0.0,0.0
tadi gercekten guzel kahve bildigimiz,1.0,0.0,0.0,0.0
tavsiye üzerine aldim bugün geldi içtim tadı güzel sonuç ise yarar insallah,1.0,0.0,0.0,0.0
çok güzel lezetli tadi var beğendim hızlı kargo sağlam paketleme  içinteşekkür ederim,1.0,1.0,0.0,0.0
ürünlerim geldi  kullanmaya başlayacağım faydasını gördüğümde yorumumutekrar yazarım,0.0,0.0,0.0,0.0
tadını çok sevdim. tokluk hissi veriyor. kilo vermemi çok destekledi.,1.0,0.0,0.0,0.0
iştah falan kesmiyorrrr normal kahve de içsen o da o kadar tutuyor üzüldüm,1.0,0.0,0.0,0.0
"uzun zamandır her yolu denedim ama bir türlü kilo veremedim,bu kahveyikullanmaya başlayalı çok büyük etkisini gördüm, kısa zamanda iştahımıdengeledi ve kilo vermeye başladım",1.0,0.0,0.0,0.0
kahve içmeye bayılırım .tadını beğendim ağır değil içtikten sonra midemrahatlıyor ben sevdim,1.0,0.0,0.0,0.0
tadini sevdim icimide rahat gercekden  istahimi kesdi tatli krizlerimi engelledi,1.0,0.0,0.0,0.0
"sabahları yürüyüş öncesi içiyorum, zayıflamama en büyük destekçimdiyebilirim, eskisi gibi tatlı krizlerinede girmiyorum.",1.0,0.0,0.0,0.0
kahveye bayılırım birde form kahvesi olunca da içimi kolay ve amacıgüzel yarıladım şuan severek kullanıyorum etkisi güzel,1.0,0.0,0.0,0.0
ürününüz 1 aylık diye gönderi yorsunuz her gün bir dafa içmeme rağmeniki hafta gitti ancak bitti nasıl oluyor bu küçük bir paket çıktı sadecekutuda paramız boş çöp oluyor,1.0,1.0,1.0,1.0
ürünü sabahları içiyorum aç karnına içiyorum açlığımi bastıriyor tadıçok güzel tatlı isteğimi yok etti kendimi çok hafif hissediyorum,1.0,0.0,0.0,0.0
ürün sipariş ettiğim sayıdan çok  çok az gönderildi  tekrar göndermekyerine ücret iadesi yapıldı.,0.0,0.0,0.0,1.0
aldım deneme sürecindeyim,0.0,0.0,0.0,0.0
bu kahvenin tadı çok güzel içimi yumuşak. hem spor yapıyorum hemde bukahveyi içiyorum. baya faydasını gördüm geceekten,1.0,0.0,0.0,0.0
ilk kes detox kahve kullanıyorum. tadi çok güzel içimi rahat.  etkisinegelince  de odem attırıyor şişkinliği giderici özelliği var. barsaklariçalıştırıyor. yani keyfle kilo veriyoruz👍,1.0,0.0,0.0,0.0
bundan önce aldım  kahve gercekten guzeldi enerji de veriyoriyodu  amabunun atdi icmi kötü beğenmedim diyeri özlem öz den görüp aldım bunu ama begenmedim,1.0,0.0,0.0,0.0
tokluk hissi veriyor bittikçe stoklanacak bı ürün memnuniyetle kullanıyorum,1.0,0.0,0.0,0.0
i̇çeriğini çok sevdim tadı da lezzetli normal kahve tadında çok güzel yağyakımımı hızlandırıyor ödem atmamda yardımcı oluyor,1.0,0.0,0.0,0.0
hicde tok tutmuyor 00000000,1.0,0.0,0.0,0.0
tadı çok güzel hem tok tutuyor hem modumu yükseltiyor,1.0,0.0,0.0,0.0
kısa sürede çok kilo verdim gerçekten severek kullandığım bir ürüniştahımı azalttı baya hafifledim,1.0,0.0,0.0,0.0
içerik olarak çok sevdiğim bir kahve tadı güzel ve sindirim sisteminidüzenliyor diyet döneminde çok iyi destek,1.0,0.0,0.0,0.0
başta görünsün diye beş yıldız verdim iki haftadır kullanıyorum hattadiyetisyene gidiyorum hiiiiiç bir işe yaramıyor paranızı boşa harcamayınnn,1.0,0.0,1.0,0.0
iki gündür kullanıyorum tokluk hissi vermiyor,1.0,0.0,0.0,0.0
aldım kullandım hiçbir faydası yok sadece tadı güzel,1.0,0.0,0.0,0.0
tek kelimeyle muhteşem bir kahve. hem kahvemi içiyorum hemdezayifliyorum. 1 ayda 4 kilom gitti bile.,1.0,0.0,0.0,0.0
hiç almayin paranıza yazk hc br işe yaramıyor hc kilo da gtmiyor,1.0,0.0,1.0,0.0
henüz kullanmadım kullanınca değerlendirme yaparım,0.0,0.0,0.0,0.0
i̇çimi oldukça yumuşak bır kahve rahatlıkla tuketebılırsnz sabahlarıtüketiyorum tok tutuyor bol su ıcırıyor,1.0,0.0,0.0,0.0
tadı güzel,1.0,0.0,0.0,0.0
çok küçük paketi bile ufak,0.0,1.0,0.0,1.0
tadı gayet güzel içeriğini de beğendim eşimle birlikte akşamları mutlaka tüketiyoruz,1.0,0.0,0.0,0.0
spordan sonra kullanıyorum tadı gerçekten çok güzel çok memnun kaldım,1.0,0.0,0.0,0.0
henüz başlamadım. ama sağlam geldi,1.0,0.0,0.0,0.0
ablamın önerisiyle aldım yeni başladım bi süre kulanıp yorumumu yenileyeceğim,0.0,0.0,0.0,0.0
tadı güzel içiyorum ama kahve niyetine bişey yaptığı yok bi etki göremedim,1.0,0.0,0.0,0.0
1 haftadır kulllanıyorum çok güzel  tok tutuyor diğer kahveler gibiyoğun bir tadı yok hafif ve yumuşak içim iştah kesiyor doymak bilmeyenben 2 kaşık yemek ile doyuyorum,1.0,0.0,0.0,0.0
ürüne yeni başladım tadının bu kadar güzel olacağını hiç tahminetmiyorum normal kahve tadından farkı yok kullanıp kilo verirsem tekraryorum paylaşacağım,1.0,0.0,0.0,0.0
ürünü aldım deney deneyeceğim ondan sonra da yorumlar yapacağım şu andeneme amacım var sonucu aldığımda güzel yorumlar yaparım ama kargo içindiyorsanız güzel yetişti 2 gün içinde geldi,0.0,1.0,0.0,0.0
3 lü indirimli kahve aldım ama 1 tanesini kullandım hiç bi şekilde faydaetmedi ve değişik kokusu var 2 kutuya başladım o da aynı şekilde dahaöncelerde aldığım kahveler gibi değil çok değişik geldi hepsi de hiçmemnun değilim,1.0,0.0,0.0,0.0
spor ve diyetle birlikte kullanıyorum ve etkisini hemen görmeyebaşladım. benım gibi kahve delisi biriyseniz hem keyif hem detoksyapmanın tadına varabilirsiniz. tadı da çok güzel,1.0,0.0,0.0,0.0
faydasını görmedim,1.0,0.0,0.0,0.0
"i̇çeriğini çok beğenerek sipariş verdim özellikle sporcu biri için hem kilo verimini destekliyor, hem de enerji kazanması için çok faydalı ben buaçıdan beğendim",1.0,0.0,0.0,0.0
faydasını görmedim,1.0,0.0,0.0,0.0
tadında tereddüt ederek aldım ama gayet güzel kahve sevenler için çok güzel,1.0,0.0,0.0,0.0
tadı gayet güzel içimi hafıf diyetımle destekli olarak kullanıyorum kilovermeme buyuk destek oldu,1.0,0.0,0.0,0.0
ödem atmada birebir bir ürünmüş çok memnun kaldım tadı da aynıbildiğimiz kahve gibi severek kullanıyorum,1.0,0.0,0.0,0.0
ürünü  düzenli kullanımda ödem atmaya başladım içimi de güzel severek kullanıyorum,1.0,0.0,0.0,0.0
içimi kolay güzel bir karışım olmuş düzenli kullanımda ödem attırıyor veiştah kapatıcı etkisini çok beğendim,1.0,0.0,0.0,0.0
asla almayin hicbir sey yapmiyor daha cok aciktim kahveyi icince ozlemoz onerisiyle aldim asla almayin derim vallahi kilo falan verdirmiyordaha cok aciktiriyor agizda kuruluk var su iciyorsun oda cok az,1.0,0.0,0.0,0.0
doğum sonrası oluşan kilolarım için kullanıma başladım 8 farklı kahveiçermesi çok hoşuma gitti kıvamı tadı çok güzel,1.0,0.0,0.0,0.0
diyetime yardımcı olarak kullanıyorum sabahları içiyorum gün içinde toktutuyor ve çok susuyorum çok güzel de ödem attırıyor,1.0,0.0,0.0,0.0
diyet için çok uygun tadı çok güzel beğendimm tok tutuyor,1.0,0.0,0.0,0.0
i̇çimi ve tadı gayet yumuşak şekilde ben severek tüketiyorum düzenlikullanımda kısa sürede etkisini gördüm bile tek tercihim artık,1.0,0.0,0.0,0.0
tadı çok kötü,1.0,0.0,0.0,0.0
her sabah içiyorum ödem attırıyor şişkinliği gideriyor severektüketiyorum 💜,1.0,0.0,0.0,0.0
günde bir kere içtim beni tok falan tutmadı ama enerji veriyor daha dinçoluyorsun amaç zayıflamaksa almayın,1.0,0.0,0.0,0.0
tadı çok kötüüüü asla içemedim,1.0,0.0,0.0,0.0
çok memnun kaldığım bir ürün kokusunu tadını çok beğenerek tüketiyorum,1.0,0.0,0.0,0.0
iyiki almışım bir haftada 1 kilo verdim bir haftadır iştahim yok iştahım kapandı,1.0,0.0,0.0,0.0
elime çok güzel bir şekilde ulaştı,1.0,1.0,0.0,0.0
aldılar başladım,0.0,0.0,0.0,0.0
düzenli bir şekilde kullandığım kahve zayıflama konusunda bana çokdestek oldu,1.0,0.0,0.0,0.0
içeriği gayet güzel bir kahve çok güzel bir şekilde ödem attırıyor veşişkinliğimi alıyor içimi yumuşacık bir kahve,1.0,0.0,0.0,0.0
diğer kollajenli olan kahveyle hiçbir alakasi yok. 20 günde 5 kilovermiştim daha etkili ve çok memnundum sıfır iştah harika bir şeydilütfen tekrar stoklarda görmek istiyorum. şimdiki aldığımız kahveninhiçbir etkisi yok.,1.0,0.0,0.0,0.0
kahvelerin bir araya gelip şenlik yaptığı paket açılır açılmaz bütünevde sofistike bir koku yaydığı doğrudur efsane tadı yanısıra fitkalmayada yardımcı,1.0,1.0,0.0,0.0
kahvenin tadı gayet güzel günde 2 kez kullanıyorum işe yarıyor ödematmaya yardımcı oluyor,1.0,0.0,0.0,0.0
ilk deun kullandim ve dun sadece 1 kuru kayisi yedim canim hicbiseyistemedi saka gibi bide 2 bucuk su ictim sabah bir tartildin 1.450 grgitmis bnden gercekten tok tutuyor saka gibi,1.0,0.0,0.0,0.0
arkadaşıminntavsiyesi uzerine aldım.kullaniyorum istahımı kapadı memnunum,1.0,0.0,0.0,0.0
"paketleme özenli, teşekkürler",0.0,1.0,0.0,0.0
ilk defa aldım daha kullanmadım fenimenlerde görüp aldım denemek istedimfaydasını görünce yorumu güncellerim ama çok az var içinde parasına göre pahalı,0.0,0.0,1.0,1.0
formumda kalmak için kullandığım kahve günde bir defa tüketiyorum tadıgüzel yumuşak içimli,1.0,0.0,0.0,0.0
🥰🥰harika,0.0,0.0,0.0,0.0
8 farklı kahve 100 g tadına bayıldım çok güzel çokda yumuşak tadı varhergün içiyorum,1.0,0.0,0.0,0.0
içimi güzel diyetle birlikte kullanıyorum faydasını görüyorum,1.0,0.0,0.0,0.0
kahveyi içtikten sonra verdiği tokluk hissi çok güzel. bol su içmemisağlıyor. sindirimi kolaylaştırıyor metabolizmayı çalıştırıyor.  içimi güzel.,1.0,0.0,0.0,0.0
i̇ncelmeye olan etkisi güzel. severek kullanıyorum. sadece içiyorumtadını da beğendim. tasarımı da çok hoş.,1.0,0.0,0.0,1.0
diyetisyenimin tavsiyesi üzerine aldım gerçekten faydaları saymaklabitmiyor etkiside öyle,1.0,0.0,0.0,0.0
önce 1.resimdekini aldım çok etkisini gördüm ve memnundum fakat2.siparisimde stokta aynısı yoktu diğer resimdekini getirtmek zorundakaldım. özlem öz tavsiyesi üzerine içeriğinin yenilendini ve daha etkiliolduğunu söylediği için aldım. ama hüsrana uğradım. 1.aldigimi 340 tlalmıştım 2.aldigimi 550 tl aldım. hiç bir işe yaramıyor almayın,1.0,0.0,1.0,0.0
yumusak icimli cok guzel bir kahve spor yaparken iciyorum formda kalmami sagliyor,1.0,0.0,0.0,0.0
çok kötü 3 ürün aldım sadece bir tane yollamışlar,0.0,1.0,0.0,0.0
tadı çok güzel hazırlanışı zor değil içmeside güzel çok beğendim bayabir zayıflamaya başladım,1.0,0.0,0.0,0.0
kahvenin tadi gercekten cok guzel icimi keyifli kisa surede guzel odematmami sagladi,1.0,0.0,1.0,0.0
"tadı güzel, içimi kolay, iştahı kapatıp, tatlı krizlerimi azalttı. artıkkilo vermeye başladım çok memnun kaldım.",1.0,0.0,0.0,0.0
bugün ilk defa kullandım.sabah 8 gibi bir fincan ac karnına içtim.ilkdefa boyoe bir ürün kullaniyirum.normalde nescafe hiç aramam ve içincede midem agrir.bunda öyle bir durum olmadı hiç tadı da gayet guzel.cokilginç ama hiç açlık hissetmedim 16.30 civarına dek...nasıl mümkünoluyor bu bilmiyorum ama ilginç.bir kutu deneyip görmek istiyirum sonucunu...,1.0,0.0,0.0,0.0
düzenli olarak kullanıyorum ve severek tüketiyorum. gerçekten tadını çokbeğendim. faydasını gördüm diyebilirim.,1.0,0.0,0.0,0.0
oldukça tok tutuyor. bu kahveyi içmeye başladığımdan beri iştahım kesildi.,1.0,0.0,0.0,0.0
eksik ürün gönderildi altı adet gelmesi gerekirken dört adet geldibekliyorum kalan ikisini,0.0,1.0,0.0,0.0
ben faydasını gördüm ve tekrar sipariş verdim,1.0,0.0,0.0,0.0
çok güzel bir lezzeti var yağ yakımımı destekledi vücudumda yarattığıfarkı anlayabiliyorum,1.0,0.0,0.0,0.0
4 gündür içiyorum gerçekten çok güzel tok tutan özelliği var özellikleaç karnına içilirse etkisini görüyorsunuz üç tane aldım  içimi çok güzeldiyer markaları denedim ama bu özellik kesinlikle diğer markalarda yok teşekkürler,1.0,0.0,0.0,0.0
hızlı kargo çok güzel bir tatlı var içimi kolay,1.0,1.0,0.0,0.0
çok kötü kahveyi 4 gündür kullanıyorum dahada iştahımı açtı normalneskafeden hiç bir farkı yok,1.0,0.0,0.0,0.0
tok tutuyor tavsiye ederim,1.0,0.0,0.0,0.0
çok güzel ürün tadı vs çok iyi çok beğendim hemde formumu koruyor,1.0,0.0,0.0,0.0
ürün sağlam bir şekilde geldi kısa sürede elime ulaştı,1.0,1.0,0.0,0.0
içeriği güzel etkili bir kahve. tadı ve kokusu hafif.,1.0,0.0,0.0,0.0
kahve içerek formda kalmak çok keyifli lezzeti çok güzel sabahları açkarnına içiyorum tok tutuyor ve kilo vermemi destekledi,1.0,0.0,0.0,0.0
tadı içimi hafıf kahve severler bayılacak bu ürün sayesınde kilo vermemebuyuk destek oldu diyet ile desteklı kullanıyorum,1.0,0.0,0.0,0.0
ürünü paketlenmesi güzel kargom da hızlı geldi fakat hiçde anlatıldığıgibi iştah falan kesmiyor içimi güzel nescafe tadında hatta tatlı bileben de bir etki göstermedi düşünüp alın derim,1.0,1.0,0.0,0.0
sporumu ve diyetimi bu kahveyle destekliyorum cok memnun kaldim,1.0,0.0,0.0,0.0
hem metabolizma hızlandırıyor aynı zamanda tok tutuyor diyete destekçiharika kahve,1.0,0.0,0.0,0.0
i̇ki gündür içiyorum aşırı derece de susatıyor ama iştahta bir değişiklik olmadı,1.0,0.0,0.0,0.0
i̇çimi güzel her gün düzenli olarak kullanıyorum gün boyunca tok tutuyorkilo vermem de ödem atmam da çok büyük etkisi oldu,1.0,0.0,0.0,0.0
kilo alıp vermekten kaynak sık sık diyet yapıyorum fakat şu an duraklamadönemime girdiğim için arayış içerisindeydim ve form kahvesi dikkatimiçekti kullanmaya başladım ciddi anlamda duraklamamı kırdım kilo verimimdevam ediyor şu an,1.0,0.0,0.0,0.0
başarılı ürün,1.0,0.0,0.0,0.0
ürünü tavsiye ile aldım öncellikle tadına bayıldım ve kullandığımdan buyana kendimi daha fit hissediyorum iyiki almışım dediğim bir ürün oldu,1.0,0.0,0.0,0.0
daha bu gün aldım i̇nşallah faydasını görürüm ve paketleme çok iyi,0.0,1.0,0.0,0.0
i̇çmeye başladım eğer faydasını görürsem yorumu güncelleyecegim tadı güzel,0.0,0.0,0.0,0.0
"bir müddet kullandıktan sonra(2 kutu) midemde şiddetli,geceleri dahiuyutmayan ağrılar olmaya başladı.ürünü kullanana kadar böyle bir semptomyoktu(mide, bağırsak problemim hiç yoktu)günlük rutinim bellidirgenelde.yeni ülser teşhisi konuldu.endoskopi ve kolonoskopi operasyonugeçirdim.zayiflama olayı zaten yalan.sadece reklam ürünü.almayinaldirmayin!!! hem paranız hem sağlığınızdan olmayın.fenomenlere boş yerepara kazandırmayın.i̇nanmayin koca bi̇r yalan !!!",1.0,0.0,1.0,0.0
tadı mükemmeldi çok seçerek içiyorum tavsiye ederim harika bir ürüntekrar alıcam teşekkür ederim ilginiz için,1.0,0.0,0.0,0.0
tadına bayıldım tok tutuyor kendimi hafiflemis hissediyorum,1.0,0.0,0.0,0.0
tok tutuyor kg verdiriyor dye okudum yorumlarda deneyimlemek istedmpaketlemeesi güzel,1.0,1.0,0.0,0.0
cidden çok iyi ürün benim ani yemek yeme krizim vardı bu bana baya iyigeldi alın aldırın stok yapın lütfen çünkü çok güzel,1.0,0.0,0.0,0.0
bi arkadasimin tavsiyesiyle almistim ama cok begndim tadi cok güzelkullanimi cok kolay ve pratik,1.0,0.0,0.0,0.0
kargom güzel geldi elinize emeğinize sağlık ama kahvenin bir numarasıyok fenomen bayan çok zayıflayınca bir anda eriyince güven verdi banadaalıp denemek istedim yumuşak bir kahve dök suya iç okadar sıradan birkahvede aynı işi goruyor zaten bu kadar para vermeye gerek yokmus benaldandım siz aldanmayın derim .,1.0,1.0,1.0,0.0
eksik ürün geldi 3 adet sipariş verdim ama 1 tane kahve geldi,0.0,1.0,0.0,0.0
tadı çok güzel insana enerji veriyor,1.0,0.0,0.0,0.0
ürün çok kötü yani sabah aç karnına içtim akşama kadar hicbiseyyiyemedim sürekli dakikada bir su içiyorum agzimin içi zehir gibiparanızı çöpe atmayın 5 yıldız verdim yorum gözüksün,1.0,0.0,1.0,0.0
diyet yaptığım zamanlar kullanıyorum gerçekten tokluk hissi veriyor hiçacıkma hissi yok,1.0,0.0,0.0,0.0
neden bukadar acı,1.0,0.0,0.0,0.0
etkisine ve tadına bayıldım spirulina içermesi ayrıca dikkatimi çektidetox etkisini ilk günler hemen hissediyorsunuz,1.0,0.0,0.0,0.0
yorumum üste görünsün diye beş yıldız veriyorum 5para etmez  bu kahvecolejenli olan çok güzeldi bunu denemek için aldım hiç beğenmedim netadı güzel nede tok tutuyor satıcı bilgi bile vermiyor öbür kahvedengelecek mi diye net bisi söylemiyorlar colejenli kahve gelmezse almambidaha bundan,1.0,0.0,1.0,0.0
tadına ve kokusunu beğendim günlük kahve ihtiyacımı karşılıyor ödem attırıyor,1.0,0.0,0.0,0.0
diyetimin vazgeçilmezi. olan şişkinliği hemen indiriyor tadı da gayetiyi iştahımı tatlı isteğimi de azaltıyor gayet memnunum,1.0,0.0,0.0,0.0
yeni basladim daha bir etkisini göremedim,0.0,0.0,0.0,0.0
bir kahve bağımlısı olarak her gün kahve içiyorum bu kahveyi her güniçiyorum tadi çok güzel içimi yumuşak bir kahve çok memnunum,1.0,0.0,0.0,0.0
tadı güzel kargo paket kötü gelince bian korktum  hatta şekerli geldibana tadı,1.0,1.0,0.0,0.0
harika bi kahve ödem attırıyor ve tadi kokusu cok iyi severektüketiyorum  kargosu da cok hizli ve sağlam paketleme olmustu,1.0,1.0,0.0,0.0
kina tadi geliyo kokusu suya katmadan kotu ama suya katinca okey oldunormal kahvelwr givi kahve tadi yok ama denedigim zayiflama caylarinagore biraz daha icilebilir bi tatta ama kina tadi veriyo cok tiksinenlericin hos degil,1.0,0.0,0.0,0.0
komşum aldı güzel zayıflatıyor,1.0,0.0,0.0,0.0
bir paket ürün ile 3 kg verdim çok mutlu oldum 😊 tadını beğendimiçerken zorlanmıyorum. çok memnun kaldım,1.0,0.0,0.0,0.0
aklınıza gelen tüm kahveleri unutun bu kahve diyet döneminizinvazgeçilmezi olacak eminim buna ben normalde kahve bile sevmezken tadıolsun içimi olsun bayıldım diyebilirim,1.0,0.0,0.0,0.0
uzun suredır farklı tatlar arayısındaydım tadı yoğunluğu tam ayarındadıyet yaparken listeme ekledin spor oncesı tüketerek daha verimliolmasını sağlıyor,1.0,0.0,0.0,0.0
tadı da kokusu da etkisi de mükemmel ürün..faydasını kısa sürede gördümçok memnun kaldım,1.0,0.0,0.0,0.0
muhteşem tek kelime ile,1.0,0.0,0.0,0.0
tadını çok sevdim içeriği güzel 8 farklı kahve olması ilgimi çekmiştidenedim ve form olması ayrıca hoşuma gitti,1.0,0.0,0.0,0.0
kahvenin tadı çok güzel günlük kullanıma uygun olması çok iyi tamistediğim gibi düzeldi kulanımda çok faydası gördüm,1.0,0.0,0.0,0.0
"kahve seven birisi olarak severek tüketen biriyim, günde 2 defa açkarnına kullanıyorum hem ödem atıyor hemde zayıflatıyor düzenlikullanımda etkili ürün",1.0,0.0,0.0,0.0
bugün geldi denedim güzel umarım faydası da olur zayıflamaya. sadecekutu dolu zannetmiştim içinde poşetli kahve yarıya kadar geliyor sadeceonda yanılmışım 🤭,1.0,1.0,0.0,1.0
diyet yaparken yanında böyle yardımcı olması çok iyi oluyor kah severolarak içimi kullanımı kolay etkili bir kahve ben severek tüketiyorum,1.0,0.0,0.0,0.0
diyet sürecinde çok etkisini gördüm sabahları aç karnına bir fincantüketiyorum tadı kokusu çok güzel içimi kolay tokluk hissi veriyormetobolizmam hızlandırdı severek kullanıyorum 🤗,1.0,0.0,0.0,0.0
"tadı çok güzel hazirlanisi kolay ,tok tutmasi çok iyi",1.0,0.0,0.0,0.0
kahvenin tadını çok sevdim. i̇çimi de rahat. normalde de kahve içmeyiseverim. detoks kahvesi de diyetteyken favorim oldu.,1.0,0.0,0.0,0.0
"öncelikle belirtmem gerekiyor ki bu ürün ilk çıkan sarı kapaklı olandançok farklı bir faydasını malesef göremedim.sarı kapaklı kolejen içerenkahve ile bir ayda 7 kilo verdim çok iyi tok tutuyordu, terletiyordu, vebol bol su içirip ödem attirıyordu.birkac kişi yorumda bahsetmişti amainanmak istemedim yinede aldım fakat pişmanım diğer urunle alakası yok üzgünüm.",1.0,0.0,0.0,0.0
formda olmamı sağlayan içeriğini ve tadını beğendiğim bir kahve içimiçok kolaydı,1.0,0.0,0.0,0.0
diyetle beraber desteklediğimde kilo verme yardımcı oldu bol.su içmemisağlayarak 1 ayda 2 kilo verdim.tadi güzel yumuşak icimli,1.0,0.0,0.0,0.0
masa başı çalıştığım için hareket pek etmiyorum bu yüzden de kilo aldımşişkinligim çok vardı ürünü arkadaşımda gördüm denemek amacıyla almıştımiyi ki almışım şişkinligim bitti ödem çok güzel artırıyor düzenlikullanımda kilo verecekmiş gibi görünüyor,1.0,0.0,0.0,0.0
ürün güzel.duzenli kilullanimda netice verir,1.0,0.0,0.0,0.0
çok güzel mükemmel,1.0,0.0,0.0,1.0
güzel beğendim,1.0,0.0,0.0,1.0
kahve içerek form da kalıp kilolarımızdan kurtulmanın kolay yolu ben çokbeğendim alın aldırın çok iyi,1.0,0.0,0.0,0.0
açıkçası çok birşey anlamadım yorumları okuyarak aldım ama demekherkeste etki etmiyor 😅,1.0,0.0,0.0,0.0
tavsiye ederim,1.0,0.0,0.0,0.0
"1 kutuda 1,5 kilo verdim iştah kesiyo ama bende şu içmede bi artışolmadı çok su içmeyi seven biri değilim belki ondandır tekrar sipariş verdim",1.0,0.0,0.0,0.0
daha yeni aldım tadı normal nescafe gibi ama bakalım işe yarayacak mıkullanınca tekrar güncelleyecegım özlem hanım sayfasından görüp aldımçok övdü,0.0,0.0,0.0,0.0
kahve sipariş ettim gelen kutuda kahve yok,1.0,1.0,0.0,0.0
tadı çok hoş ve içimi yumuşak. etkisine hayranım. i̇lk kullanımdanitibaren olumlu etkilerini aldım. çok memnunum,1.0,0.0,0.0,0.0
3 adet istedik ama 1 adet geldi,0.0,0.0,0.0,0.0
güzel bir tadı var içimi kolay severek tüketiyorum günde bir fincaniçiyorum metabolizmam daha hızlı çalısıyor hazımsızlık problemimde azaldı,1.0,0.0,0.0,0.0
ilk gun ictim iki gun bisi yiyemedim surekli kullanmak laziim istahkapatiyir gercekten,1.0,0.0,0.0,0.0
tek kelimeyle mükemmel,1.0,0.0,0.0,0.0
ürün elime geçmeden sürat kargo teslim edilmiştir yaziyor,0.0,0.0,0.0,0.0
ürün denildiği kadar varmış severek kullanıyorum tadı da güzel yumuşakbir içimi var,1.0,0.0,0.0,0.0
ürün elime çabuk ulaştı paketlemede de sıkıntı yoktu fakat bu fiyata bukadar az kahve olması tuhaf bir haftada sabah akşam kullanım da biteralicak arkadaslar bunu göz önünde bulundurun,0.0,1.0,1.0,1.0
tadı ağır değil hafif içilebilir güzel kısa sürede ödem attırıyor,1.0,0.0,0.0,0.0
"tadı güzel , içimi rahat ve iştah kapatma etkisi oldu",1.0,0.0,0.0,0.0
"her sabah uyanır uyanmaz aç karnına içiyorum, diyetimdeki en iyiyardımcım tok tutuyor",1.0,0.0,0.0,0.0
birkere daha guvenmekle hata ettiğimi anladım yemin ederim çok büyükumutla almıştım kaç gün oldu asla ne tok tutuyor ne enerji veriyor allahşahit olsunki en ufak bı faydasını görmedim halbuki dedimki eğerbaşarılı bir sonuç alırsam özlem hanımdan helallik alacağım dedim bendeişe asla yaramadı gram eksiltmedi,1.0,0.0,0.0,0.0
ödem atmak için almıştım tok tutuyor çok beğendim memnun kaldım,1.0,0.0,0.0,0.0
formumu korumak amaçlı kullanıyorum içimi yumuşak tadını seviyorum sabahve akşam içiyorum,1.0,0.0,0.0,0.0
valla ben bir iştah kestiğini görmedim normal kahve daha tok tutuyor,1.0,0.0,0.0,0.0
tadı ile rahat içimi ile resmen fark yaratıyor .spirulina farkı 👌,1.0,0.0,0.0,0.0
işe yarıyor gibi,1.0,0.0,0.0,0.0
pek şu anda etkisini görmeyorum iştehami kesinlikle kesmadi,1.0,0.0,0.0,0.0
ürün elime ulaştı ama dedikleri gibi bana etki etmedi ne işte kesti neenerji verdi ne tok tuttu normal kahve gübü içtim sadece  önermiyorumsadece tadına 1 puan tadı güzel kahvenin üstü yeşil oluyor,1.0,0.0,0.0,0.0
diyet sürecimde ek olarak bu kahveyi de kullanmaya başladım güzel iştahkesiyor. ben de çok güzel etki etti ve beğenerek içiyorum,1.0,0.0,0.0,0.0
arkadaşım tavsiyesi uzeri aldım çok egemdim hemde kahve isteğimi karşılıyor,1.0,0.0,0.0,0.0
sabah akşam severek tüketiyorum iştahımı kapattı düzenli kullanımdaoldukça etkili bir ürün,1.0,0.0,0.0,0.0
programıma destekleyici olarak aldım içimi kolay ve güzel ben sabah açkarna içip bol su tüketiyorum beğendim,1.0,0.0,0.0,0.0
içerik çok temiz ve kaliteli ödem atmama yardımcı oldu tadı da çok güzel begendim,1.0,0.0,0.0,0.0
kısa bir süredir kullanıyorum düzenli kullanımda etkisini gördüm,1.0,0.0,0.0,0.0
kahvenin tadı çok güzel kilo vermemde çok yardımcı oldu severek içiyorum kahveyi,1.0,0.0,0.0,0.0
gerçekten işe yarıyor  3 siparişim,1.0,0.0,0.0,0.0
çok güzel tadı var hem de forma yardımcı kendini zorlamadan kahvenintadını cikariyorum,1.0,0.0,0.0,0.0
detox kahvesı her sabah vazgeçilmezim. içerigı güzel tadı güzel. duzenlıkullanımda fark oldu,1.0,0.0,0.0,0.0
hiç iştah kapatma ve kilo verdirme gibi bir özellik görmedim paranızıçöpe atmayın bence,1.0,0.0,1.0,0.0
"elime bugün ulaştı, kutusu değişti ve icerigide tadı farklilasti umarımbir işe yarar , denicem bunuda...",1.0,0.0,0.0,0.0
elimde olsa hiç yıldız koymazdim kesinlikle hiç bir işe yaramıyor toklukhissi sıfir,1.0,0.0,0.0,0.0
ürün elime geçmedi sipariş teslim edildi yazıyor  bir daha sizdensipariş vermeyeceğim sipariş verecek olan herkesi uyarırım,0.0,1.0,0.0,0.0
kahvenin tadı güzel ama içi çok az geldi bana etkisi için şan birşeydiyemem yeni başladım bakalım inşallah işe yarar,1.0,0.0,0.0,1.0
sıcak soğuk 2 şekilde de tükettim lezzetini begendim içimi çok güzel,1.0,0.0,0.0,0.0
kahvenin tadı çok güzel düzenli kullanımda çok etkisini gördüm tamistediğim gibi severek kullanıyorum çok memnun kaldım,1.0,0.0,0.0,0.0
